state,district,period,enrolment_count
Madhya Pradesh,Mandsaur,2025-06,28
Madhya Pradesh,Mandsaur,2025-07,6
Madhya Pradesh,Mandsaur,2025-08,77
Madhya Pradesh,Mandsaur,2025-09,115
Madhya Pradesh,Mandsaur,2025-10,130
Madhya Pradesh,Mandsaur,2025-11,84
Madhya Pradesh,Mandsaur,2025-12,123
Madhya Pradesh,Mandsaur,NaT,1777
Madhya Pradesh,Mauganj,2025-01,7
Madhya Pradesh,Mauganj,2025-02,9
Madhya Pradesh,Mauganj,2025-03,9
Madhya Pradesh,Mauganj,2025-04,9
Madhya Pradesh,Mauganj,2025-05,1
Madhya Pradesh,Mauganj,2025-06,4
Madhya Pradesh,Mauganj,2025-07,3
Madhya Pradesh,Mauganj,2025-08,8
Madhya Pradesh,Mauganj,2025-09,10
Madhya Pradesh,Mauganj,2025-10,3
Madhya Pradesh,Mauganj,2025-11,3
Madhya Pradesh,Mauganj,2025-12,13
Madhya Pradesh,Mauganj,NaT,134
Madhya Pradesh,Morena,2025-01,11180
Madhya Pradesh,Morena,2025-02,178
Madhya Pradesh,Morena,2025-03,174
Madhya Pradesh,Morena,2025-04,197
Madhya Pradesh,Morena,2025-05,11
Madhya Pradesh,Morena,2025-06,87
Madhya Pradesh,Morena,2025-07,7
Madhya Pradesh,Morena,2025-08,201
Madhya Pradesh,Morena,2025-09,227
Madhya Pradesh,Morena,2025-10,209
Madhya Pradesh,Morena,2025-11,217
Madhya Pradesh,Morena,2025-12,198
Madhya Pradesh,Morena,NaT,2604
Madhya Pradesh,Narmadapuram,2025-01,11
Madhya Pradesh,Narmadapuram,2025-02,11
Madhya Pradesh,Narmadapuram,2025-03,5
Madhya Pradesh,Narmadapuram,2025-04,9
Madhya Pradesh,Narmadapuram,2025-06,8
Madhya Pradesh,Narmadapuram,2025-08,24
Madhya Pradesh,Narmadapuram,2025-09,16
Madhya Pradesh,Narmadapuram,2025-10,12
Madhya Pradesh,Narmadapuram,2025-11,14
Madhya Pradesh,Narmadapuram,2025-12,29
Madhya Pradesh,Narmadapuram,NaT,194
Madhya Pradesh,Narsimhapur,2025-01,21
Madhya Pradesh,Narsimhapur,2025-02,17
Madhya Pradesh,Narsimhapur,2025-03,21
Madhya Pradesh,Narsimhapur,2025-04,19
Madhya Pradesh,Narsimhapur,2025-05,2
Madhya Pradesh,Narsimhapur,2025-06,16
Madhya Pradesh,Narsimhapur,2025-07,3
Madhya Pradesh,Narsimhapur,2025-08,36
Madhya Pradesh,Narsimhapur,2025-09,38
Madhya Pradesh,Narsimhapur,2025-10,35
Madhya Pradesh,Narsimhapur,2025-11,18
Madhya Pradesh,Narsimhapur,2025-12,24
Madhya Pradesh,Narsimhapur,NaT,325
Madhya Pradesh,Narsinghpur,2025-01,615
Madhya Pradesh,Narsinghpur,2025-02,83
Madhya Pradesh,Narsinghpur,2025-03,63
Madhya Pradesh,Narsinghpur,2025-04,62
Madhya Pradesh,Narsinghpur,2025-05,10
Madhya Pradesh,Narsinghpur,2025-06,60
Madhya Pradesh,Narsinghpur,2025-07,8
Madhya Pradesh,Narsinghpur,2025-08,132
Madhya Pradesh,Narsinghpur,2025-09,137
Madhya Pradesh,Narsinghpur,2025-10,140
Madhya Pradesh,Narsinghpur,2025-11,74
Madhya Pradesh,Narsinghpur,2025-12,126
Madhya Pradesh,Narsinghpur,NaT,1354
Madhya Pradesh,Neemuch,2025-01,63
Madhya Pradesh,Neemuch,2025-02,80
Madhya Pradesh,Neemuch,2025-03,44
Madhya Pradesh,Neemuch,2025-04,77
Madhya Pradesh,Neemuch,2025-05,8
Madhya Pradesh,Neemuch,2025-06,38
Madhya Pradesh,Neemuch,2025-07,9
Madhya Pradesh,Neemuch,2025-08,89
Madhya Pradesh,Neemuch,2025-09,133
Madhya Pradesh,Neemuch,2025-10,104
Madhya Pradesh,Neemuch,2025-11,90
Madhya Pradesh,Neemuch,2025-12,91
Madhya Pradesh,Neemuch,NaT,1099
Madhya Pradesh,Niwari,2025-01,2
Madhya Pradesh,Niwari,2025-03,2
Madhya Pradesh,Niwari,2025-04,5
Madhya Pradesh,Niwari,2025-06,2
Madhya Pradesh,Niwari,2025-08,2
Madhya Pradesh,Niwari,2025-09,2
Madhya Pradesh,Niwari,2025-10,1
Madhya Pradesh,Niwari,2025-11,2
Madhya Pradesh,Niwari,2025-12,2
Madhya Pradesh,Niwari,NaT,25
Madhya Pradesh,Pandhurna,2025-01,1
Madhya Pradesh,Pandhurna,2025-04,1
Madhya Pradesh,Pandhurna,2025-08,1
Madhya Pradesh,Pandhurna,2025-09,3
Madhya Pradesh,Pandhurna,2025-11,1
Madhya Pradesh,Pandhurna,NaT,18
Madhya Pradesh,Panna,2025-01,992
Madhya Pradesh,Panna,2025-02,151
Madhya Pradesh,Panna,2025-03,152
Madhya Pradesh,Panna,2025-04,141
Madhya Pradesh,Panna,2025-05,25
Madhya Pradesh,Panna,2025-06,130
Madhya Pradesh,Panna,2025-07,12
Madhya Pradesh,Panna,2025-08,177
Madhya Pradesh,Panna,2025-09,272
Madhya Pradesh,Panna,2025-10,211
Madhya Pradesh,Panna,2025-11,141
Madhya Pradesh,Panna,2025-12,211
Madhya Pradesh,Panna,NaT,2750
Madhya Pradesh,Raisen,2025-01,668
Madhya Pradesh,Raisen,2025-02,159
Madhya Pradesh,Raisen,2025-03,60
Madhya Pradesh,Raisen,2025-04,164
Madhya Pradesh,Raisen,2025-05,10
Madhya Pradesh,Raisen,2025-06,37
Madhya Pradesh,Raisen,2025-07,6
Madhya Pradesh,Raisen,2025-08,221
Madhya Pradesh,Raisen,2025-09,136
Madhya Pradesh,Raisen,2025-10,147
Madhya Pradesh,Raisen,2025-11,129
Madhya Pradesh,Raisen,2025-12,214
Madhya Pradesh,Raisen,NaT,1972
Madhya Pradesh,Rajgarh,2025-01,106
Madhya Pradesh,Rajgarh,2025-02,101
Madhya Pradesh,Rajgarh,2025-03,97
Madhya Pradesh,Rajgarh,2025-04,133
Madhya Pradesh,Rajgarh,2025-05,14
Madhya Pradesh,Rajgarh,2025-06,50
Madhya Pradesh,Rajgarh,2025-07,2
Madhya Pradesh,Rajgarh,2025-08,152
Madhya Pradesh,Rajgarh,2025-09,182
Madhya Pradesh,Rajgarh,2025-10,170
Madhya Pradesh,Rajgarh,2025-11,112
Madhya Pradesh,Rajgarh,2025-12,240
Madhya Pradesh,Rajgarh,NaT,1454
Madhya Pradesh,Ratlam,2025-01,61
Madhya Pradesh,Ratlam,2025-02,93
Madhya Pradesh,Ratlam,2025-03,94
Madhya Pradesh,Ratlam,2025-04,67
Madhya Pradesh,Ratlam,2025-05,6
Madhya Pradesh,Ratlam,2025-06,59
Madhya Pradesh,Ratlam,2025-07,1
Madhya Pradesh,Ratlam,2025-08,139
Madhya Pradesh,Ratlam,2025-09,132
Madhya Pradesh,Ratlam,2025-10,172
Madhya Pradesh,Ratlam,2025-11,162
Madhya Pradesh,Ratlam,2025-12,157
Madhya Pradesh,Ratlam,NaT,2102
Madhya Pradesh,Rewa,2025-01,150
Madhya Pradesh,Rewa,2025-02,179
Madhya Pradesh,Rewa,2025-03,160
Madhya Pradesh,Rewa,2025-04,139
Madhya Pradesh,Rewa,2025-05,38
Madhya Pradesh,Rewa,2025-06,186
Madhya Pradesh,Rewa,2025-07,25
Madhya Pradesh,Rewa,2025-08,221
Madhya Pradesh,Rewa,2025-09,218
Madhya Pradesh,Rewa,2025-10,201
Madhya Pradesh,Rewa,2025-11,158
Madhya Pradesh,Rewa,2025-12,183
Madhya Pradesh,Rewa,NaT,3225
Madhya Pradesh,Sagar,2025-01,2209
Madhya Pradesh,Sagar,2025-02,254
Madhya Pradesh,Sagar,2025-03,146
Madhya Pradesh,Sagar,2025-04,135
Madhya Pradesh,Sagar,2025-05,59
Madhya Pradesh,Sagar,2025-06,111
Madhya Pradesh,Sagar,2025-07,28
Madhya Pradesh,Sagar,2025-08,206
Madhya Pradesh,Sagar,2025-09,224
Madhya Pradesh,Sagar,2025-10,242
Madhya Pradesh,Sagar,2025-11,187
Madhya Pradesh,Sagar,2025-12,188
Madhya Pradesh,Sagar,NaT,2550
Madhya Pradesh,Satna,2025-01,1282
Madhya Pradesh,Satna,2025-02,255
Madhya Pradesh,Satna,2025-03,221
Madhya Pradesh,Satna,2025-04,176
Madhya Pradesh,Satna,2025-05,39
Madhya Pradesh,Satna,2025-06,187
Madhya Pradesh,Satna,2025-07,56
Madhya Pradesh,Satna,2025-08,296
Madhya Pradesh,Satna,2025-09,274
Madhya Pradesh,Satna,2025-10,253
Madhya Pradesh,Satna,2025-11,276
Madhya Pradesh,Satna,2025-12,245
Madhya Pradesh,Satna,NaT,3668
Madhya Pradesh,Sehore,2025-01,1748
Madhya Pradesh,Sehore,2025-02,81
Madhya Pradesh,Sehore,2025-03,69
Madhya Pradesh,Sehore,2025-04,67
Madhya Pradesh,Sehore,2025-05,5
Madhya Pradesh,Sehore,2025-06,24
Madhya Pradesh,Sehore,2025-07,2
Madhya Pradesh,Sehore,2025-08,81
Madhya Pradesh,Sehore,2025-09,75
Madhya Pradesh,Sehore,2025-10,68
Madhya Pradesh,Sehore,2025-11,56
Madhya Pradesh,Sehore,2025-12,79
Madhya Pradesh,Sehore,NaT,984
Madhya Pradesh,Seoni,2025-01,138
Madhya Pradesh,Seoni,2025-02,93
Madhya Pradesh,Seoni,2025-03,47
Madhya Pradesh,Seoni,2025-04,94
Madhya Pradesh,Seoni,2025-05,7
Madhya Pradesh,Seoni,2025-06,54
Madhya Pradesh,Seoni,2025-08,150
Madhya Pradesh,Seoni,2025-09,152
Madhya Pradesh,Seoni,2025-10,143
Madhya Pradesh,Seoni,2025-11,129
Madhya Pradesh,Seoni,2025-12,135
Madhya Pradesh,Seoni,NaT,1684
Madhya Pradesh,Shahdol,2025-01,61
Madhya Pradesh,Shahdol,2025-02,69
Madhya Pradesh,Shahdol,2025-03,85
Madhya Pradesh,Shahdol,2025-04,33
Madhya Pradesh,Shahdol,2025-05,9
Madhya Pradesh,Shahdol,2025-06,86
Madhya Pradesh,Shahdol,2025-07,8
Madhya Pradesh,Shahdol,2025-08,106
Madhya Pradesh,Shahdol,2025-09,112
Madhya Pradesh,Shahdol,2025-10,107
Madhya Pradesh,Shahdol,2025-11,77
Madhya Pradesh,Shahdol,2025-12,116
Madhya Pradesh,Shahdol,NaT,1328
Madhya Pradesh,Shajapur,2025-01,103
Madhya Pradesh,Shajapur,2025-02,92
Madhya Pradesh,Shajapur,2025-03,115
Madhya Pradesh,Shajapur,2025-04,110
Madhya Pradesh,Shajapur,2025-05,6
Madhya Pradesh,Shajapur,2025-06,42
Madhya Pradesh,Shajapur,2025-07,2
Madhya Pradesh,Shajapur,2025-08,103
Madhya Pradesh,Shajapur,2025-09,115
Madhya Pradesh,Shajapur,2025-10,170
Madhya Pradesh,Shajapur,2025-11,120
Madhya Pradesh,Shajapur,2025-12,159
Madhya Pradesh,Shajapur,NaT,1402
Madhya Pradesh,Sheopur,2025-01,3032
Madhya Pradesh,Sheopur,2025-02,53
Madhya Pradesh,Sheopur,2025-03,34
Madhya Pradesh,Sheopur,2025-04,61
Madhya Pradesh,Sheopur,2025-05,12
Madhya Pradesh,Sheopur,2025-06,51
Madhya Pradesh,Sheopur,2025-07,1
Madhya Pradesh,Sheopur,2025-08,71
Madhya Pradesh,Sheopur,2025-09,87
Madhya Pradesh,Sheopur,2025-10,71
Madhya Pradesh,Sheopur,2025-11,81
Madhya Pradesh,Sheopur,2025-12,96
Madhya Pradesh,Sheopur,NaT,1030
Madhya Pradesh,Shivpuri,2025-01,3255
Madhya Pradesh,Shivpuri,2025-02,176
Madhya Pradesh,Shivpuri,2025-03,175
Madhya Pradesh,Shivpuri,2025-04,192
Madhya Pradesh,Shivpuri,2025-05,5
Madhya Pradesh,Shivpuri,2025-06,143
Madhya Pradesh,Shivpuri,2025-07,33
Madhya Pradesh,Shivpuri,2025-08,267
Madhya Pradesh,Shivpuri,2025-09,262
Madhya Pradesh,Shivpuri,2025-10,250
Madhya Pradesh,Shivpuri,2025-11,237
Madhya Pradesh,Shivpuri,2025-12,256
Madhya Pradesh,Shivpuri,NaT,2745
Madhya Pradesh,Sidhi,2025-01,87
Madhya Pradesh,Sidhi,2025-02,94
Madhya Pradesh,Sidhi,2025-03,109
Madhya Pradesh,Sidhi,2025-04,64
Madhya Pradesh,Sidhi,2025-05,10
Madhya Pradesh,Sidhi,2025-06,96
Madhya Pradesh,Sidhi,2025-07,15
Madhya Pradesh,Sidhi,2025-08,122
Madhya Pradesh,Sidhi,2025-09,175
Madhya Pradesh,Sidhi,2025-10,90
Madhya Pradesh,Sidhi,2025-11,113
Madhya Pradesh,Sidhi,2025-12,105
Madhya Pradesh,Sidhi,NaT,1848
Madhya Pradesh,Singrauli,2025-01,117
Madhya Pradesh,Singrauli,2025-02,102
Madhya Pradesh,Singrauli,2025-03,126
Madhya Pradesh,Singrauli,2025-04,82
Madhya Pradesh,Singrauli,2025-05,26
Madhya Pradesh,Singrauli,2025-06,118
Madhya Pradesh,Singrauli,2025-07,14
Madhya Pradesh,Singrauli,2025-08,141
Madhya Pradesh,Singrauli,2025-09,134
Madhya Pradesh,Singrauli,2025-10,102
Madhya Pradesh,Singrauli,2025-11,69
Madhya Pradesh,Singrauli,2025-12,88
Madhya Pradesh,Singrauli,NaT,1932
Madhya Pradesh,Tikamgarh,2025-01,102
Madhya Pradesh,Tikamgarh,2025-02,145
Madhya Pradesh,Tikamgarh,2025-03,140
Madhya Pradesh,Tikamgarh,2025-04,135
Madhya Pradesh,Tikamgarh,2025-05,3
Madhya Pradesh,Tikamgarh,2025-06,108
Madhya Pradesh,Tikamgarh,2025-07,7
Madhya Pradesh,Tikamgarh,2025-08,158
Madhya Pradesh,Tikamgarh,2025-09,181
Madhya Pradesh,Tikamgarh,2025-10,150
Madhya Pradesh,Tikamgarh,2025-11,114
Madhya Pradesh,Tikamgarh,2025-12,140
Madhya Pradesh,Tikamgarh,NaT,1630
Madhya Pradesh,Ujjain,2025-01,237
Madhya Pradesh,Ujjain,2025-02,154
Madhya Pradesh,Ujjain,2025-03,186
Madhya Pradesh,Ujjain,2025-04,241
Madhya Pradesh,Ujjain,2025-05,27
Madhya Pradesh,Ujjain,2025-06,204
Madhya Pradesh,Ujjain,2025-07,1
Madhya Pradesh,Ujjain,2025-08,271
Madhya Pradesh,Ujjain,2025-09,313
Madhya Pradesh,Ujjain,2025-10,351
Madhya Pradesh,Ujjain,2025-11,227
Madhya Pradesh,Ujjain,2025-12,253
Madhya Pradesh,Ujjain,NaT,3152
Madhya Pradesh,Umaria,2025-01,87
Madhya Pradesh,Umaria,2025-02,142
Madhya Pradesh,Umaria,2025-03,87
Madhya Pradesh,Umaria,2025-04,83
Madhya Pradesh,Umaria,2025-05,19
Madhya Pradesh,Umaria,2025-06,69
Madhya Pradesh,Umaria,2025-07,3
Madhya Pradesh,Umaria,2025-08,89
Madhya Pradesh,Umaria,2025-09,133
Madhya Pradesh,Umaria,2025-10,124
Madhya Pradesh,Umaria,2025-11,92
Madhya Pradesh,Umaria,2025-12,70
Madhya Pradesh,Umaria,NaT,1406
Madhya Pradesh,Vidisha,2025-01,3193
Madhya Pradesh,Vidisha,2025-02,191
Madhya Pradesh,Vidisha,2025-03,131
Madhya Pradesh,Vidisha,2025-04,139
Madhya Pradesh,Vidisha,2025-05,14
Madhya Pradesh,Vidisha,2025-06,91
Madhya Pradesh,Vidisha,2025-07,4
Madhya Pradesh,Vidisha,2025-08,182
Madhya Pradesh,Vidisha,2025-09,210
Madhya Pradesh,Vidisha,2025-10,235
Madhya Pradesh,Vidisha,2025-11,144
Madhya Pradesh,Vidisha,2025-12,181
Madhya Pradesh,Vidisha,NaT,1865
Madhya Pradesh,West Nimar,2025-01,14
Madhya Pradesh,West Nimar,2025-02,15
Madhya Pradesh,West Nimar,2025-03,15
Madhya Pradesh,West Nimar,2025-04,23
Madhya Pradesh,West Nimar,2025-06,8
Madhya Pradesh,West Nimar,2025-08,25
Madhya Pradesh,West Nimar,2025-09,13
Madhya Pradesh,West Nimar,2025-10,14
Madhya Pradesh,West Nimar,2025-11,15
Madhya Pradesh,West Nimar,2025-12,21
Madhya Pradesh,West Nimar,NaT,205
Maharashtra,Ahmadnagar,2025-01,263
Maharashtra,Ahmadnagar,2025-02,248
Maharashtra,Ahmadnagar,2025-03,211
Maharashtra,Ahmadnagar,2025-04,205
Maharashtra,Ahmadnagar,2025-05,25
Maharashtra,Ahmadnagar,2025-06,77
Maharashtra,Ahmadnagar,2025-07,9
Maharashtra,Ahmadnagar,2025-08,248
Maharashtra,Ahmadnagar,2025-09,272
Maharashtra,Ahmadnagar,2025-10,191
Maharashtra,Ahmadnagar,2025-11,198
Maharashtra,Ahmadnagar,2025-12,204
Maharashtra,Ahmadnagar,NaT,2590
Maharashtra,Ahmed Nagar,2025-01,5
Maharashtra,Ahmed Nagar,2025-02,7
Maharashtra,Ahmed Nagar,2025-03,10
Maharashtra,Ahmed Nagar,2025-04,3
Maharashtra,Ahmed Nagar,2025-06,5
Maharashtra,Ahmed Nagar,2025-08,5
Maharashtra,Ahmed Nagar,2025-09,5
Maharashtra,Ahmed Nagar,2025-10,1
Maharashtra,Ahmed Nagar,2025-11,2
Maharashtra,Ahmed Nagar,2025-12,5
Maharashtra,Ahmed Nagar,NaT,70
Maharashtra,Ahmednagar,2025-01,368
Maharashtra,Akola,2025-01,687
Maharashtra,Akola,2025-02,87
Maharashtra,Akola,2025-03,68
Maharashtra,Akola,2025-04,73
Maharashtra,Akola,2025-05,5
Maharashtra,Akola,2025-06,18
Maharashtra,Akola,2025-08,98
Maharashtra,Akola,2025-09,73
Maharashtra,Akola,2025-10,81
Maharashtra,Akola,2025-11,84
Maharashtra,Akola,2025-12,97
Maharashtra,Akola,NaT,1257
Maharashtra,Amravati,2025-01,1124
Maharashtra,Amravati,2025-02,125
Maharashtra,Amravati,2025-03,83
Maharashtra,Amravati,2025-04,90
Maharashtra,Amravati,2025-05,5
Maharashtra,Amravati,2025-06,36
Maharashtra,Amravati,2025-07,3
Maharashtra,Amravati,2025-08,149
Maharashtra,Amravati,2025-09,143
Maharashtra,Amravati,2025-10,138
Maharashtra,Amravati,2025-11,121
Maharashtra,Amravati,2025-12,124
Maharashtra,Amravati,NaT,1917
Maharashtra,Aurangabad,2025-01,4785
Maharashtra,Aurangabad,2025-02,226
Maharashtra,Aurangabad,2025-03,243
Maharashtra,Aurangabad,2025-04,220
Maharashtra,Aurangabad,2025-05,68
Maharashtra,Aurangabad,2025-06,119
Maharashtra,Aurangabad,2025-07,51
Maharashtra,Aurangabad,2025-08,259
Maharashtra,Aurangabad,2025-09,349
Maharashtra,Aurangabad,2025-10,272
Maharashtra,Aurangabad,2025-11,248
Maharashtra,Aurangabad,2025-12,281
Maharashtra,Aurangabad,NaT,4284
Maharashtra,Beed,2025-01,4192
Maharashtra,Beed,2025-02,149
Maharashtra,Beed,2025-03,114
Maharashtra,Beed,2025-04,141
Maharashtra,Beed,2025-05,7
Maharashtra,Beed,2025-06,54
Maharashtra,Beed,2025-07,7
Maharashtra,Beed,2025-08,191
Maharashtra,Beed,2025-09,176
Maharashtra,Beed,2025-10,161
Maharashtra,Beed,2025-11,126
Maharashtra,Beed,2025-12,133
Maharashtra,Beed,NaT,1813
Maharashtra,Bhandara,2025-01,38
Maharashtra,Bhandara,2025-02,35
Maharashtra,Bhandara,2025-03,22
Maharashtra,Bhandara,2025-04,32
Maharashtra,Bhandara,2025-05,2
Maharashtra,Bhandara,2025-06,13
Maharashtra,Bhandara,2025-08,36
Maharashtra,Bhandara,2025-09,42
Maharashtra,Bhandara,2025-10,43
Maharashtra,Bhandara,2025-11,32
Maharashtra,Bhandara,2025-12,48
Maharashtra,Bhandara,NaT,473
Maharashtra,Bid,2025-01,6
Maharashtra,Bid,2025-02,19
Maharashtra,Bid,2025-03,10
Maharashtra,Bid,2025-04,14
Maharashtra,Bid,2025-05,1
Maharashtra,Bid,2025-06,3
Maharashtra,Bid,2025-08,12
Maharashtra,Bid,2025-09,9
Maharashtra,Bid,2025-10,14
Maharashtra,Bid,2025-11,14
Maharashtra,Bid,2025-12,10
Maharashtra,Bid,NaT,164
Maharashtra,Buldana,2025-01,7
Maharashtra,Buldana,2025-02,21
Maharashtra,Buldana,2025-03,16
Maharashtra,Buldana,2025-04,23
Maharashtra,Buldana,2025-05,3
Maharashtra,Buldana,2025-06,10
Maharashtra,Buldana,2025-07,1
Maharashtra,Buldana,2025-08,20
Maharashtra,Buldana,2025-09,19
Maharashtra,Buldana,2025-10,27
Maharashtra,Buldana,2025-11,31
Maharashtra,Buldana,2025-12,26
Maharashtra,Buldana,NaT,411
Maharashtra,Buldhana,2025-01,1862
Maharashtra,Buldhana,2025-02,116
Maharashtra,Buldhana,2025-03,129
Maharashtra,Buldhana,2025-04,83
Maharashtra,Buldhana,2025-05,11
Maharashtra,Buldhana,2025-06,55
Maharashtra,Buldhana,2025-07,3
Maharashtra,Buldhana,2025-08,147
Maharashtra,Buldhana,2025-09,138
Maharashtra,Buldhana,2025-10,138
Maharashtra,Buldhana,2025-11,117
Maharashtra,Buldhana,2025-12,127
Maharashtra,Buldhana,NaT,1782
Maharashtra,Chandrapur,2025-01,923
Maharashtra,Chandrapur,2025-02,70
Maharashtra,Chandrapur,2025-03,48
Maharashtra,Chandrapur,2025-04,56
Maharashtra,Chandrapur,2025-05,1
Maharashtra,Chandrapur,2025-06,29
Maharashtra,Chandrapur,2025-07,2
Maharashtra,Chandrapur,2025-08,85
Maharashtra,Chandrapur,2025-09,91
Maharashtra,Chandrapur,2025-10,83
Maharashtra,Chandrapur,2025-11,68
Maharashtra,Chandrapur,2025-12,69
Maharashtra,Chandrapur,NaT,1071
Maharashtra,Chatrapati Sambhaji Nagar,2025-01,3
Maharashtra,Chatrapati Sambhaji Nagar,2025-02,3
Maharashtra,Chatrapati Sambhaji Nagar,2025-03,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-04,7
Maharashtra,Chatrapati Sambhaji Nagar,2025-05,2
Maharashtra,Chatrapati Sambhaji Nagar,2025-08,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-09,1
Maharashtra,Chatrapati Sambhaji Nagar,2025-10,5
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,2
Maharashtra,Chatrapati Sambhaji Nagar,2025-12,6
Maharashtra,Chatrapati Sambhaji Nagar,NaT,62
Maharashtra,Chhatrapati Sambhajinagar,2025-01,20
Maharashtra,Chhatrapati Sambhajinagar,2025-02,19
Maharashtra,Chhatrapati Sambhajinagar,2025-03,10
Maharashtra,Chhatrapati Sambhajinagar,2025-04,11
Maharashtra,Chhatrapati Sambhajinagar,2025-05,1
Maharashtra,Chhatrapati Sambhajinagar,2025-06,7
Maharashtra,Chhatrapati Sambhajinagar,2025-07,1
Maharashtra,Chhatrapati Sambhajinagar,2025-08,14
Maharashtra,Chhatrapati Sambhajinagar,2025-09,18
Maharashtra,Chhatrapati Sambhajinagar,2025-10,19
Maharashtra,Chhatrapati Sambhajinagar,2025-11,19
Maharashtra,Chhatrapati Sambhajinagar,2025-12,10
Maharashtra,Chhatrapati Sambhajinagar,NaT,405
Maharashtra,Dharashiv,2025-01,1
Maharashtra,Dharashiv,2025-02,1
Maharashtra,Dharashiv,2025-04,1
Maharashtra,Dharashiv,2025-08,2
Maharashtra,Dharashiv,2025-09,3
Maharashtra,Dharashiv,2025-10,1
Maharashtra,Dharashiv,2025-11,5
Maharashtra,Dharashiv,2025-12,5
Maharashtra,Dharashiv,NaT,38
Maharashtra,Dhule,2025-01,4522
Maharashtra,Dhule,2025-02,220
Maharashtra,Dhule,2025-03,153
Maharashtra,Dhule,2025-04,168
Maharashtra,Dhule,2025-05,5
Maharashtra,Dhule,2025-06,49
Maharashtra,Dhule,2025-07,3
Maharashtra,Dhule,2025-08,218
Maharashtra,Dhule,2025-09,224
Maharashtra,Dhule,2025-10,198
Maharashtra,Dhule,2025-11,221
Maharashtra,Dhule,2025-12,246
Maharashtra,Dhule,NaT,3143
Maharashtra,Gadchiroli,2025-01,27
Maharashtra,Gadchiroli,2025-02,36
Maharashtra,Gadchiroli,2025-03,61
Maharashtra,Gadchiroli,2025-04,50
Maharashtra,Gadchiroli,2025-05,1
Maharashtra,Gadchiroli,2025-06,38
Maharashtra,Gadchiroli,2025-08,58
Maharashtra,Gadchiroli,2025-09,63
Maharashtra,Gadchiroli,2025-10,62
Maharashtra,Gadchiroli,2025-11,37
Maharashtra,Gadchiroli,2025-12,49
Maharashtra,Gadchiroli,NaT,697
Maharashtra,Gondia,2025-01,1
Maharashtra,Gondia,2025-08,1
Maharashtra,Gondia,2025-10,1
Maharashtra,Gondia,2025-12,1
Maharashtra,Gondia,NaT,12
Maharashtra,Gondiya,2025-01,57
Maharashtra,Gondiya,2025-02,65
Maharashtra,Gondiya,2025-03,55
Maharashtra,Gondiya,2025-04,61
Maharashtra,Gondiya,2025-05,8
Maharashtra,Gondiya,2025-06,31
Maharashtra,Gondiya,2025-08,39
Maharashtra,Gondiya,2025-09,58
Maharashtra,Gondiya,2025-10,59
Maharashtra,Gondiya,2025-11,47
Maharashtra,Gondiya,2025-12,67
Maharashtra,Gondiya,NaT,868
Maharashtra,Gondiya *,2025-01,3
Maharashtra,Gondiya *,2025-02,2
Maharashtra,Gondiya *,2025-03,2
Maharashtra,Gondiya *,2025-04,1
Maharashtra,Gondiya *,2025-08,1
Maharashtra,Gondiya *,2025-10,2
Maharashtra,Gondiya *,NaT,17
Maharashtra,Hingoli,2025-01,4839
Maharashtra,Hingoli,2025-02,48
Maharashtra,Hingoli,2025-03,71
Maharashtra,Hingoli,2025-04,75
Maharashtra,Hingoli,2025-05,6
Maharashtra,Hingoli,2025-06,23
Maharashtra,Hingoli,2025-07,1
Maharashtra,Hingoli,2025-08,87
Maharashtra,Hingoli,2025-09,75
Maharashtra,Hingoli,2025-10,96
Maharashtra,Hingoli,2025-11,82
Maharashtra,Hingoli,2025-12,97
Maharashtra,Hingoli,NaT,1101
Maharashtra,Hingoli *,NaT,1
Maharashtra,Jalgaon,2025-01,2803
Maharashtra,Jalgaon,2025-02,274
Maharashtra,Jalgaon,2025-03,252
Maharashtra,Jalgaon,2025-04,227
Maharashtra,Jalgaon,2025-05,2
Maharashtra,Jalgaon,2025-06,92
Maharashtra,Jalgaon,2025-07,6
Maharashtra,Jalgaon,2025-08,255
Maharashtra,Jalgaon,2025-09,267
Maharashtra,Jalgaon,2025-10,287
Maharashtra,Jalgaon,2025-11,271
Maharashtra,Jalgaon,2025-12,280
Maharashtra,Jalgaon,NaT,3423
Maharashtra,Jalna,2025-01,81
Maharashtra,Jalna,2025-02,97
Maharashtra,Jalna,2025-03,125
Maharashtra,Jalna,2025-04,109
Maharashtra,Jalna,2025-05,16
Maharashtra,Jalna,2025-06,49
Maharashtra,Jalna,2025-07,4
Maharashtra,Jalna,2025-08,138
Maharashtra,Jalna,2025-09,183
Maharashtra,Jalna,2025-10,148
Maharashtra,Jalna,2025-11,139
Maharashtra,Jalna,2025-12,124
Maharashtra,Jalna,NaT,1694
Maharashtra,Kolhapur,2025-01,118
Maharashtra,Kolhapur,2025-02,31
Maharashtra,Kolhapur,2025-03,117
Maharashtra,Kolhapur,2025-04,128
Maharashtra,Kolhapur,2025-05,15
Maharashtra,Kolhapur,2025-06,53
Maharashtra,Kolhapur,2025-07,15
Maharashtra,Kolhapur,2025-08,155
Maharashtra,Kolhapur,2025-09,143
Maharashtra,Kolhapur,2025-10,144
Maharashtra,Kolhapur,2025-11,134
Maharashtra,Kolhapur,2025-12,147
Maharashtra,Kolhapur,NaT,2290
Maharashtra,Latur,2025-01,1693
